risk_category,consolidation_status,lat,lng,address,street_number,height_regime,locality,county,year_built,apartment_count,surface,,examination_year,certified_expert,observations
RS2,NO,44.4450133,26.1180545,Strada EPISCOPUL RADU,6,S+P+1E,Sector 2,București,1934,,146,146,1993,Anatolie CAZACLIU,
RS3,NO,44.445717,26.1372,Strada EUFROSIN POTECA,16,S+P+1E+Ma,Sector 2,București,1936,,420,420,1993,Niculaie TUDOSE,
RS3,NO,44.445528,26.137657,Strada EUFROSIN POTECA,22,S+P+1E,Sector 2,București,1939,,294,294,1993,Niculaie TUDOSE,
RS3,NO,44.445483,26.138846,Strada EUFROSIN POTECA,36,S+P+1E+Ma,Sector 2,București,1936,,458,458,1993,Niculaie TUDOSE,
U1,NO,44.43270984,26.09865442,Strada EUGENIU CARADA (imobil cu destinația de birouri – INSTITUȚIA AVOCATUL POPORULUI),3,S-P-2E+Ma,Sector 3,București,1912,,692,692,2017,Rodica VASILESCU,Încadrare în clasă de risc seismic în anul 2017
RS3,NO,44.4329774,26.0987674,Strada EUGENIU CARADA,5÷7,S+P+5E,Sector 3,București,1958,,276,276,1994,Mihai URSACHESCU,
RS2,NO,44.4332498,26.0989124,Strada EUGENIU CARADA,7,S+P+1E,Sector 3,București,1909,,146,146,1993,Mircea NEICU,
U2,NO,44.440085,26.077839,Strada FĂGĂRAŞ,16,S+P+3E,Sector 1,București,1940,7,513,513,1997,Horia DUGAN,
RS3,NO,44.448302,26.121585,Strada FĂINARI,10 (corp A+B),S+P+1E+Ma; S+P,Sector 2,București,1934,,479,479,1993,Adina SIMION,
RS2,NO,44.450569,26.119647,Strada FĂINARI,45 (corp A+B),S+P+1E+Ma; S+P+1E+Ma,Sector 2,București,1927,,,,1993,Adina SIMION,
RS2,NO,44.444906,26.146443,Strada FÂNTÂNICA,16,S+P+1E,Sector 2,București,1930,,,,1993,Niculaie TUDOSE,
U1,NO,44.432269,26.064254,Strada FELICIA RACOVIŢĂ,5,S+P+1E+Ma S+P+2E+Ma,Sector 5,București,1939,8,1179,1179,1995,Mircea IEREMIA,
RS2,NO,44.432269,26.064254,Strada FELICIA RACOVIŢĂ,7,S+P+3E+Ma,Sector 5,București,1935,,866,866,1995,Grigore PANICOV,
RS3,NO,44.46426,26.055502,Strada FEROVIARILOR,1÷5,S+P+2E,Sector 1,București,1918,,1302,1302,1993,Marius HOTINCEANU,
RS3,NO,44.464713,26.056103,Strada FEROVIARILOR,11÷13,S+P+2E+Ma,Sector 1,București,1946,,642,642,1993,Gheorghe DRUGEA,
RS3,NO,44.465062,26.056578,Strada FEROVIARILOR,22÷24,S+P+1E+Ma,Sector 1,București,1946,,676,676,1993,Gheorghe DRUGEA,
RS3,NO,44.465525,26.056999,Strada FEROVIARILOR,26÷28,S+P+1E+Ma,Sector 1,București,1946,,664,664,1993,Gheorghe DRUGEA,
RS3,NO,44.465995,26.057305,Strada FEROVIARILOR,35B,S+P+1E,Sector 1,București,1960,,215,215,1993,Gheorghe AFANASENCO,
RS2,NO,44.466328,26.057606,Strada FEROVIARILOR,37,S+P+1E,Sector 1,București,1920,,163,163,1993,Gheorghe AFANASENCO,
RS3,NO,44.467766,26.058945,Strada FEROVIARILOR,47÷49,S+P+2E,Sector 1,București,1929,,12,12,1993,Gheorghe DRUGEA,
RS2,NO,44.467773,26.058983,Strada FEROVIARILOR,51,S+P+3E,Sector 1,București,1936,,1116,1116,1995,Maria DARIE,
RS3,NO,44.464391,26.05594,Strada FEROVIARILOR,6÷8,S+P+1E+Ma,Sector 1,București,1946,,633,633,1993,Gheorghe DRUGEA,
RS3,NO,44.467405,26.058802,Strada FEROVIARILOR,62÷64,S+P+1E,Sector 1,București,1930,,546,546,1993,Mircea CONDRUT,
RS3,NO,44.467875,26.059198,Strada FEROVIARILOR,78÷84A,S+P+1E,Sector 1,București,1920,,562,562,1993,Gheorghe DRUGEA,
RS3,NO,44.436364,26.015946,Strada FLOARE ROŞIE,7 (bloc 51),S+P+9E,Sector 6,București,1965,,,,1993,Anatolie CAZACLIU,
RS2,NO,44.442347,26.177663,Strada FLOREA LAZĂR,3 (bloc 8B),S+P+10E,Sector 2,București,1975,,6669,6669,1993,Dan MIHAILESCU,
U1,NO,44.441317,26.126996,Strada FLUIERULUI,17÷17B,S+P+2E,Sector 2,București,1934,16,1649,1649,1993,Dan STANCIULESCU,
U2,NO,44.447626,26.067226,Strada FLUVIULUI,18,S+P+5E,Sector 1,București,1933,12,816,816,1998,Alexandru BRANZEI,
RS1,NO,44.4402653,26.1207827,Strada FOIŞORUL DE FOC,1,S+P+5E,Sector 2,București,1926,,6255,6255,1993,Ion VARSA,
C,YES_PUBLIC,44.430296,26.099722,Strada FRANCEZĂ,11,S+P+1E,Sector 3,București,1885,,824,824,1993,Valter BOGDAN,AC nr.712/1270235/2014 PVRTL nr.576/2016
RS1,NO,44.430707,26.097562,Strada FRANCEZĂ,12,S+P+2E,Sector 3,București,1870,,273,273,1993,Mircea MIRONESCU,
RS1,NO,44.430185,26.100015,Strada FRANCEZĂ,13,S+P+2E+Pod,Sector 3,București,1895,,1371,1371,1993,Armand NEFIAN,
U1,NO,44.430688,26.097695,Strada FRANCEZĂ,14,S+P+3E,Sector 3,București,1869,3,488,488,2013,Mircea MIRONESCU,Încadrare în clasă de risc seismic în anul 2013
RS3,NO,44.430637,26.097808,Strada FRANCEZĂ,16,S+P+1E,Sector 3,București,1850,,322,322,1993,Maria CRACIUN,
RS3,NO,44.430019,26.100335,Strada FRANCEZĂ,17,S+P+2E+Ma,Sector 3,București,1890,,624,624,1993,Dan MIHAILESCU,
RS1,NO,44.430604,26.09787,Strada FRANCEZĂ,18 (corp A+B),S+P+2E; S+P+Mz+2E,Sector 3,București,1883,,,,1993,Valter BOGDAN,
RS3,NO,44.429986,26.100501,Strada FRANCEZĂ,19,S+P+1E,Sector 3,București,1880,,762,762,1993,Voicu DORDEA,
U1,NO,44.430595,26.097954,Strada FRANCEZĂ,20 (corp A+B),S+P+1E;S+P+2E+Ma,Sector 3,București,1880,6,747,747,1993,Emil COROIU,
C,YES_PUBLIC,44.4304998,26.0980681,Strada FRANCEZĂ,22,P+4E+Ma,Sector 3,București,1900,,2957,2957,1993,Voicu DORDEA,AC nr.25M/1996 şi nr.13F/1999 PVRTL nr.1/1999
U1,NO,44.430259,26.0988,Strada FRANCEZĂ,30,S+P+2E+Ma,Sector 3,București,1870,23,2622,2622,1993,Nicolae MIHAILESCU,
U1,NO,44.430185,26.099084,Strada FRANCEZĂ,32,S+P+1E,Sector 3,București,1875,,450,450,2019,Cătălin ȘTEFAN,Reîncadrat in clasa I de risc seismic în anul 2019
RS2,NO,44.430091,26.099169,Strada FRANCEZĂ,34,S+P+1E+Ma,Sector 3,București,1840,,317,317,1993,Mircea MIRONESCU,
U1,NO,44.430087,26.099248,Strada FRANCEZĂ,36,S+P+2E; S+P+3E,Sector 3,București,1875,5,663,663,1993,Voicu DORDEA,
C,YES_PUBLIC,44.4300953,26.0993389,Strada FRANCEZĂ,38÷42,S+P+2E+Ma S+P+1E+ Pod,Sector 3,București,1870,5,872,872,1993,Laurenţiu SPOIALA,AC nr.45/758741/2008 AC nr.21/1119794/2013 PVR nr.23/2014
RS3,NO,44.429927,26.099885,Strada FRANCEZĂ,46,S+P+2E+Ma,Sector 3,București,1925,,591,591,1993,Radu PETROVICI,
U1,NO,44.43048,26.099073,Strada FRANCEZĂ,5,S+P+1E,Sector 3,București,1940,,247,247,2019,Ionel BELGUN,
U1,NO,44.429686,26.100601,Strada FRANCEZĂ,52,S+P+5E+Ma,Sector 3,București,1934,25,414,414,1994,Dan POPESCU,
C,YES_PUBLIC,44.4297917,26.1008535,Strada FRANCEZĂ,54,Sp+P+1E+Pod,Sector 3,București,1770,,836,836,2012,Constantin PAVEL,AC nr.53/1205036/2014 PVRTL nr.1/2016
RS2,NO,44.429781,26.101082,Strada FRANCEZĂ,56,S+P+1E,Sector 3,București,1870,,768,768,1993,Valter BOGDAN,
RS2,NO,44.429715,26.101278,Strada FRANCEZĂ,58,S+P+3E,Sector 3,București,1890,,221,221,1993,Mircea MIRONESCU,
U1,NO,44.430787,26.097237,Strada FRANCEZĂ,6 (corp A+B),S+P+2E+Ma S+P+Mz+2E,Sector 3,București,1869,4,970,970,1993,Voicu DORDEA,
C,YES_PUBLIC,44.429587,26.101485,Strada FRANCEZĂ,60,S+P+3E,Sector 3,București,1880,,6162,6162,1993,Emil COROIU,AC nr.679/2009; PVRTL nr.412/2011
RS1,NO,44.429521,26.102689,Strada FRANCEZĂ,64,S+P+3E,Sector 3,București,1870,,,,1993,Mircea PERJESCU,
RS1,NO,44.429549,26.102787,Strada FRANCEZĂ,66,S+P+4E+Ma,Sector 3,București,1870,,,,1993,Niculaie TUDOSE,
RS3,NO,44.43047,26.099177,Strada FRANCEZĂ,7 (corp A+B),S+P+1E,Sector 3,București,1879,,,,1993,Emil COROIU,ruină
U1,NO,44.430751,26.097337,Strada FRANCEZĂ,8,P+2E,Sector 3,București,1870,5,1134,1134,1993,Voicu DORDEA,
U1,NO,44.430439,26.099441,Strada FRANCEZĂ,9 (corp A+B),S+P+6E,Sector 3,București,1910,45,4356,4356,1993,Nicolae ALEMAN,
RS2,NO,44.448502,26.084531,Strada FRUMOASĂ,12,S+P+1E,Sector 1,București,1900,,280,280,1993,Silvia CARAMAN,
N/A,NO,44.448466,26.086315,Strada FRUMOASA,14 (corp B),S+P+1E,Sector 1,București,1970,,,,1993,Vasile BOGDAN,
U2,NO,44.448343,26.0849,Strada FRUMOASĂ,17,S+P+3E+Pod,Sector 1,București,1939,6,560,560,2000,Zefir APOSTOL,
RS3,NO,44.448107,26.08513,Strada FRUMOASĂ,20,S+P+1E,Sector 1,București,1890,,660,660,1993,Valter BOGDAN,
RS2,NO,44.448262,26.085704,Strada FRUMOASĂ,29,S+P+1E+Ma,Sector 1,București,1940,,645,645,1993,Radu AGENT,
RS3,NO,44.448396,26.086008,Strada FRUMOASĂ,33,S+P+1E+Ma,Sector 1,București,1912,,507,507,1993,Valter BOGDAN,
RS3,NO,44.448463,26.086161,Strada FRUMOASĂ,35 (corp A),S+P,Sector 1,București,1933,,222,222,1993,Valter BOGDAN,
RS3,NO,44.449134,26.087694,Strada FRUMOASĂ,47,S+P+1E+Ma,Sector 1,București,1910,,287,287,1993,Valter BOGDAN,
U1,NO,44.43128348,26.10214054,Strada GABROVENI (colț cu Strada COVACI),12 (7),S+P+4E,Sector 3,București,1924,12,5734,5734,1993,Ioan VARSA,
RS1,NO,44.431325,26.101929,Strada GABROVENI,10 (corp A+B),S+P+3E+Ma; S+P+2E,Sector 3,București,1936,,881,881,1993,Radu PETROVICI,
N/A,NO,44.431065,26.102225,Strada GABROVENI,14,S+P+1E,Sector 3,București,1880,,,,1993,Vasile BOGDAN,
U4,NO,44.431024,26.102374,Strada GABROVENI,16,S+P+1E,Sector 3,București,1884,,400,400,2015,Constantin PAVEL,Încadrare în clasă de risc seismic în anul 2015
U1,NO,44.431,26.102472,Strada GABROVENI,18,S+P+1E,Sector 3,București,1885,,1164,1164,2019,Cătălin ȘTEFAN,Încadrat in clasa I de risc seismic în anul 2019
U3,NO,44.431522,26.100958,Strada GABROVENI,2,S+P+7E,Sector 3,București,1940,,2396,2396,2013,Maria DARIE,Încadrare în clasă de risc seismic în anul 2013
RS2,NO,44.430924,26.102596,Strada GABROVENI,20,S+P+1E+Ma,Sector 3,București,1850,,476,476,1993,Ion VARSA,
U1,NO,44.430868,26.102718,Strada GABROVENI,22,S+P+1E,Sector 3,București,1870,10,129,129,2019,Cătălin ȘTEFAN,Reîncadrat in clasa I de risc seismic în anul 2019
N/A,NO,44.431479,26.101715,Strada GABROVENI,27,S+P+2,Sector 3,București,,,,,1993,Mircea NEICU,
N/A,NO,44.431554,26.101764,Strada GABROVENI,29,S+P+2,Sector 3,București,,,,,1993,Mircea NEICU,
C,YES_PUBLIC,44.431204,26.1026419,Strada GABROVENI,55,S+P+2E,Sector 3,București,1940,,255,255,1993,Alexandru PROGRESEANU,AC nr.867/2009 PVRTL nr.162/2010
RS1,NO,44.431234,26.102819,Strada GABROVENI,57,S+P+2E,Sector 3,București,1890,,111,111,1993,Dan POPESCU,
U1,NO,44.431119,26.102913,Strada GABROVENI,59,S+P+2E+Ma,Sector 3,București,1924,1,160,160,1993,Alexandru PROGRESEANU,
U2,NO,44.431262,26.101667,Strada GABROVENI,6÷8,S+P+1E+Ma,Sector 3,București,1890,5,2327,2327,2016,Mihai VOICULESCU,Reîncadrare în clasă de risc seismic în anul 2016 + acordul majorităţii proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Laurenţiu SPOIALA)
RS2,NO,44.430895,26.103271,Strada GABROVENI,61 (corp A1+A2+B),S+P+7E; S+P+7E; S+P+4E,Sector 3,București,1959,,788,788,1994,Dan POPESCU,
RS3,NO,44.457843,26.071437,Strada GALA GALACTION,24,S+P+1E,Sector 1,București,1924,,160,160,1993,Serban AENLIU,
RS3,NO,44.458952,26.072499,Strada GALA GALACTION,54,S+P+Ma,Sector 1,București,1942,,116,116,1993,Serban AENLIU,
RS3,NO,44.466616,26.106603,Strada GARIBALDI,26A,S+P+2E,Sector 2,București,1960,,1264,1264,1997,Corneliu NICUT,
U2,NO,44.4443167,26.0791748,Strada GĂRII DE NORD,2÷4 (bloc C),S+P+9E,Sector 1,București,1959,276,15129,15129,2000,Alexandrina PRETORIAN,
U3,NO,44.444358,26.079074,Strada GĂRII DE NORD,"6÷8 (bloc A, corp anexă, sc.2+3+4+5+6)",S+P+M+9E,Sector 1,București,1959,91,144,144,2001,Emilian TITARU,Corpul principal este încadrat în clasa de risc seismic RsI (exceptând scara 1 încadrată în clasa de risc seismic RsII)
U2,NO,44.445758,26.07691226,Strada GĂRII DE NORD,"6÷8 (bloc A, corp principal, sc.1)",S+P+9E,Sector 1,București,1959,63,215,215,2016,Ioan Mihai PAUL,Reîncadrare în clasă de risc seismic în anul 2016 (corpul principal a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Emilian ŢIŢARU); corpul anexă este încadrat în clasa de risc seismic RsIII
U1,NO,44.444358,26.079074,Strada GĂRII DE NORD,"6÷8 (bloc A, corp principal, sc.2+3+4+5+6)",S+P+9E,Sector 1,București,1959,351,1075,1075,2001,Emilian TITARU,Corpul anexă este încadrat în clasa de risc seismic RsIII; scara 1 este încadrată în clasa de risc seismic RsII
RS3,NO,44.41914,26.088812,Strada GAZELEI,30 (corp A+B),S+P+1E; S+P,Sector 4,București,1910,,333,333,1993,Eugeniu IORDACHESCU,
RS3,NO,44.420181,26.088841,Strada GAZELEI,32 (corp A+B+C+D),S+P+1E; S+P+1E+Ma,Sector 4,București,1910,,129,129,1993,Eugeniu IORDACHESCU,
RS2,NO,44.419189,26.088936,Strada GAZELEI,35 (corp A+B+C),S+P+1E;S+P+1E; S+P,Sector 4,București,1900,,,,1993,Alexandru BRANZEI,
RS3,NO,44.418627,26.08927,Strada GAZELEI,47,S+P+1E,Sector 4,București,1930,,504,504,1993,Eugeniu IORDACHESCU,
U1,NO,44.443036,26.096806,Strada GEORGE ENESCU,21,S+P+5E+Ma,Sector 1,București,1932,12,1331,1331,1999,Marin TEODOR,
U2,NO,44.443974,26.09788,Strada GEORGE ENESCU,33,S+P+5E,Sector 1,București,1910,27,2909,2909,1998,Mihai URSACHESCU,
U2,NO,44.44226347,26.0948321,Strada GEORGE ENESCU,5 (corp A),S+P+1E+Ma+Pod,Sector 1,București,1910,2,800,800,2016,Ionel BELGUN,Încadrare în clasă de risc seismic în anul 2016
U1,NO,44.442921,26.096755,Strada GEORGE ENESCU,5 (corp B+C),P+2E,Sector 1,București,1910,3,800,800,2010,Barbu VIERESCU,Încadrare în clasă de risc seismic în anii 2007 / 2010; corpurile B şi C propuse pentru demolare
U2,NO,44.442449,26.095422,Strada GEORGE ENESCU,7,S+P+7E,Sector 1,București,1934,40,4496,4496,1997,Alexandrina PRETORIAN,
U2,NO,44.442499,26.095608,Strada GEORGE ENESCU,9,S+P+5E+Ma,Sector 1,București,1934,24,116,116,1997,Alexandrina PRETORIAN,
N/A,NO,44.419344,26.089735,Strada GEORGE MURGOCI,1,S+P,Sector 4,București,1901,,,,1993,Valentin SEVCENCO,
N/A,NO,44.419092,26.089732,Strada GEORGE MURGOCI,5,S+P,Sector 4,București,1900,,,,1993,Valentin SEVCENCO,
N/A,NO,44.418959,26.089631,Strada GEORGE MURGOCI,7,S+P,Sector 4,București,1900,,,,1993,Valentin SEVCENCO,
RS3,NO,44.418957,26.089505,Strada GEORGE MURGOCI,9 (corp A+B),S+P; S+P+1E,Sector 4,București,1915,,152,152,1993,Valentin SEVCENCO,
RS3,NO,44.466711,26.105279,Strada GEORGES BIZET,9,S+P+2E,Sector 2,București,1950,,144,144,1995,Marin TEODOR,
U2,NO,44.442003,26.096475,Strada GEORGES CLEMENCEAU,4,S+P+5E,Sector 1,București,1939,14,1547,1547,1997,Nicolae GHITA,
RS3,NO,44.461099,26.082996,Strada GHEORGHE BRĂTIANU,26,S+P+2E,Sector 1,București,1926,,,,1993,Mircea NEICU,
RS2,NO,44.444359,26.104271,Strada GHEORGHE CANTACUZINO,3,S+P+3E+Ma,Sector 2,București,1934,,,,1993,Leonid NEAGOE,
U2,NO,44.4367719,26.0861436,Strada GHEORGHE LAZĂR,4,S+P+5E+Ma,Sector 1,București,1938,30,184,184,2000,Rodica VASILESCU,
U2,NO,44.4371518,26.0862695,Strada GHEORGHE LAZĂR,5,S+P,Sector 1,București,1920,1,250,250,1993,Silvia CARAMAN,
RS3,NO,44.436959,26.086165,Strada GHEORGHE LAZAR,9A÷9B,S+P+2E+Ma; S+P+1E+Ma,Sector 1,București,1926,,220,220,1994,Radu AGENT,
U2,NO,44.433251,26.139926,Strada GHEORGHE MÂNDREA,4,S+P+2E,Sector 2,București,1934,2,460,460,1995,Octavian MANOIU,
RS2,NO,44.4245522,26.1264177,Strada GHEORGHE MANEA,13,S+P+1E+Ma,Sector 3,București,1935,,420,420,1993,Alexandru PROGRESEANU,
C,YES_PUBLIC,44.424663,26.1265362,Strada GHEORGHE MANEA,15,S+P+2E,Sector 3,București,1936,5,672,672,1993,Alexandru PROGRESEANU,PVRTL nr.233/2007
RS2,NO,44.447911,26.088069,Strada GHEORGHE MANU,12,S+Ds+P+4E,Sector 1,București,1945,,1425,1425,1994,Leonid NEAGOE,
U2,NO,44.448121,26.088453,Strada GHEORGHE MANU,18,S+P+3E,Sector 1,București,1900,,114,114,2014,Cătălin ȘTEFAN,Încadrare în clasă de risc seismic în anul 2014
RS2,NO,44.448862,26.09025,Strada GHEORGHE MANU,6,S+P+3E+Ma,Sector 1,București,1935,,776,776,1994,Mircea NEICU,
RS3,NO,44.424907,26.059342,Strada GHEORGHE NEGEL,39÷43 (bloc G15),S+P,Sector 6,București,1951,,290,290,1993,Gheorghe DRUGEA,
U2,NO,44.42976055,26.15103647,Strada GHEORGHE PETRAŞCU,14A (bloc 9A),P+9E+1E retras,Sector 3,București,1964,44,354,354,2013,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a construcţiei)
U2,NO,44.447451,26.079546,Strada GHEORGHE POLIZU,30,S+P+3E,Sector 1,București,1937,5,400,400,1997,Marin TEODOR,
RS2,NO,44.440821,26.120713,Strada GHEORGHE POP DE BASEŞTI,1,S+P+2E,Sector 2,București,1939,,426,426,1993,Ion LUNGU,
RS2,NO,44.441531,26.121756,Strada GHEORGHE POP DE BASEŞTI,13,S+P+2E,Sector 2,București,1930,,440,440,1993,Dan POPESCU,
RS1,NO,44.441808,26.122147,Strada GHEORGHE POP DE BASEŞTI,21,S+P+2E+Ma,Sector 2,București,1932,,334,334,1993,Niculaie TUDOSE,
RS1,NO,44.442202,26.122935,Strada GHEORGHE POP DE BASEŞTI,32,S+P+2E,Sector 2,București,1935,,468,468,1993,Cristian BALAN,
U2,NO,44.442477,26.123432,Strada GHEORGHE POP DE BASEŞTI,43÷45 (corp A+B),S+P+4E ;S+P,Sector 2,București,1939,11,1315,1315,1993,Cristian BALAN,
RS2,NO,44.443269,26.124919,Strada GHEORGHE POP DE BASEŞTI,56,S+P+2E,Sector 2,București,1935,,725,725,1993,Dan POPESCU,
RS2,NO,44.441048,26.121254,Strada GHEORGHE POP DE BASEŞTI,6,S+P+2E,Sector 2,București,1928,,696,696,1993,Niculaie TUDOSE,
RS3,NO,44.421059,26.097113,Strada GHEORGHE PREOŢESCU,13,S+P+1E,Sector 4,București,1910,,228,228,1993,Traian POPP,
RS3,NO,44.420528,26.097519,Strada GHEORGHE PREOŢESCU,18 (corp A+B),S+P; S+P+2E,Sector 4,București,1948,,279,279,1993,Traian POPP,
RS1,NO,44.420203,26.097892,Strada GHEORGHE PREOŢESCU,24,S+P+2E+Ma,Sector 4,București,1925,,320,320,1993,Traian POPP,
RS2,NO,44.420421,26.097802,Strada GHEORGHE PREOŢESCU,25 (corp A+B),S+P,Sector 4,București,1936,,56,56,1993,Traian POPP,
RS2,NO,44.42002,26.098098,Strada GHEORGHE PREOŢESCU,26,S+P+1E+Ma,Sector 4,București,1916,,334,334,1993,Traian POPP,
RS2,NO,44.420259,26.09799,Strada GHEORGHE PREOŢESCU,29,S+P+1E+Ma,Sector 4,București,1938,,510,510,1993,Traian POPP,
C,YES_PUBLIC,44.451715,26.109105,Strada GHIOCEI,25,S+P+2E+Ma,Sector 2,București,1940,,358,358,1994,Ramiro SOFRONIE,AC nr.194/12”G”/2015 PVRTL nr.40705/2018
N/A,NO,44.43778,26.020828,Strada GHIRLANDEI,5 (bloc 46),S+P+4E,Sector 6,București,1965,60,525,525,1993,Ion LUNGU,
N/A,NO,44.437978,26.018985,Strada GHIRLANDEI,9 (bloc 43),S+P+9E,Sector 6,București,1965,,,,1993,Mircea CONDRUT,
N/A,NO,44.439355,26.013294,Strada GHIRLANDEI,9A (bloc 44),S+P+9E,Sector 6,București,1965,,,,1993,Mircea CONDRUT,
RS2,NO,44.462838,26.102297,Strada GIACOMO PUCCINI,1,S+P+3E,Sector 2,București,1939,8,970,970,1995,Constantin PAVEL,
RS2,NO,44.4494853,26.0886453,Strada GINA PATRICHI (fostă Strada ORLANDO),1,S+P+5E+Ma,Sector 1,București,1939,6,15,15,1994,Dan POPESCU,
U1,NO,44.44942,26.088991,Strada GINA PATRICHI (fostă Strada ORLANDO),5,S+P+1E+Ma,Sector 1,București,1906,4,430,430,1993,Armand NEFIAN,
U1,NO,44.449437,26.089374,Strada GINA PATRICHI (fostă Strada ORLANDO),6A,S+P+2E,Sector 1,București,1922,8,794,794,1993,Armand NEFIAN,
RS2,NO,44.460774,26.105097,Strada GIOACCHINO ROSSINI,6,S+Ds+P+3E,Sector 2,București,1959,,198,198,1995,Nicolae CONSTANTINESCU,
U2,NO,44.432759,26.112339,Strada GION IONESCU,2,S+P+5E,Sector 3,București,1938,240,1944,1944,2001,Zefir APOSTOL,
U1,NO,44.4240262,26.0919696,Strada GLADIOLELOR,11,S+P+1E,Sector 4,București,1890,,352,352,2019,Ionel BELGUN,
RS2,NO,44.4338989,26.086737,Strada GRĂDINA CU CAI,1,S+P+1E+Ma,Sector 5,București,1910,,380,380,1993,Dan STANCIULESCU,
U3,NO,44.452006,26.097618,Strada GRIGORE ALEXANDRESCU,100,S+P+2E,Sector 1,București,1940,7,1975,1975,1993,Rodica ANGELESCU,
RS3,NO,44.451641,26.093994,Strada GRIGORE ALEXANDRESCU,61,S+P+2E,Sector 1,București,1935,7,650,650,1993,Mircea NEICU,
U1,NO,44.451622,26.094524,Strada GRIGORE ALEXANDRESCU,70,S+P+1E; S+P+4E,Sector 1,București,1931,9,1395,1395,1994,Dan CAPATANA,
RS2,NO,44.451871,26.095724,Strada GRIGORE ALEXANDRESCU,75,S+P+2E+Ma,Sector 1,București,1944,7,605,605,1993,Mircea NEICU,
RS2,NO,44.451717,26.095288,Strada GRIGORE ALEXANDRESCU,76,S+P+2E+Ma,Sector 1,București,1930,16,179,179,1993,Mircea NEICU,
C,YES_PUBLIC,44.451745,26.095487,Strada GRIGORE ALEXANDRESCU,78,S+P+3E,Sector 1,București,1930,8,115,115,2005,Paul IOAN,AC nr.5/1/A/46921/2006 PVRTL nr.1/2008
RS2,NO,44.451797,26.095851,Strada GRIGORE ALEXANDRESCU,82,S+P+3E,Sector 1,București,1949,21,1437,1437,1993,Mircea NEICU,
U3,NO,44.4372942,26.0870369,"Strada GRIGORE COBĂLCESCU (hotel ""TRIANON"")",9,S+P+1E+Ma,Sector 1,București,1959,,124,124,2017,Augustin NĂSTASE,AC nr.534/81/C/15440/2004; PVRTL nr.1/2006
RS1,NO,44.437763,26.08659,Strada GRIGORE COBĂLCESCU,12,S+P+1E+Ma,Sector 1,București,1891,,765,765,1993,Stelian PICULESCU,
RS1,NO,44.437683,26.086534,Strada GRIGORE COBĂLCESCU,13,S+P+1E,Sector 1,București,1930,,380,380,1993,Stelian PICULESCU,
U1,NO,44.43792,26.08614,Strada GRIGORE COBĂLCESCU,16,S+P+1E+Ma,Sector 1,București,1895,2,659,659,1993,Armand NEFIAN,
RS1,NO,44.438011,26.08587,Strada GRIGORE COBĂLCESCU,18,S+P+1E+Ma,Sector 1,București,1912,,310,310,1993,Stelian PICULESCU,
U1,NO,44.438066,26.085414,Strada GRIGORE COBĂLCESCU,27,S+P+2E,Sector 1,București,1905,7,739,739,1993,Armand NEFIAN,
RS1,NO,44.438119,26.085256,Strada GRIGORE COBĂLCESCU,29,S+P+2E+Ma,Sector 1,București,1930,,11,11,1993,Gheorghe DRUGEA,
U1,NO,44.438554,26.084375,Strada GRIGORE COBĂLCESCU,30,S+P+2E+Ma,Sector 1,București,1907,3,682,682,1993,Armand NEFIAN,
N/A,NO,44.438706,26.083962,Strada GRIGORE COBALCESCU,34,S+P+2,Sector 1,București,,,,,1993,Mircea NEICU,
RS1,NO,44.438293,26.084799,Strada GRIGORE COBĂLCESCU,35,S+P+1E+Ma,Sector 1,București,1881,,350,350,1993,Stelian PICULESCU,
U1,NO,44.438856,26.083549,Strada GRIGORE COBĂLCESCU,38,S+P+2E+Ma,Sector 1,București,1935,8,183,183,1994,Emil COROIU,
RS1,NO,44.438932,26.083343,Strada GRIGORE COBĂLCESCU,40,S+P+1E+Ma,Sector 1,București,1880,,122,122,1993,Stelian PICULESCU,
U1,NO,44.438474,26.084317,Strada GRIGORE COBĂLCESCU,41 (corp B),S+P+4E,Sector 1,București,1929,10,235,235,1995,Vladimir AMBROZIE,
U1,NO,44.438593,26.083993,Strada GRIGORE COBĂLCESCU,43A (corp B),P+2E+M,Sector 1,București,1927,6,872,872,1993,Armand NEFIAN,
RS1,NO,44.4385199,26.0832536,Strada GRIGORE COBĂLCESCU,45 (corp A),S+P+2E,Sector 1,București,1927,6,872,872,1993,Horia DUGAN,
RS2,NO,44.4385199,26.0832536,Strada GRIGORE COBĂLCESCU,45 (corp B),,Sector 1,București,1927,,,,1993,Horia DUGAN,
N/A,NO,44.439154,26.082723,Strada GRIGORE COBALCESCU,46,S+P+2E+Ma,Sector 1,București,1929,,,,1995,Nicolae TOPA,
U3,NO,44.438949,26.083019,Strada GRIGORE COBĂLCESCU,49,S+P+1E,Sector 1,București,1922,,492,492,2011,Serban PĂUNESCU,Încadrare în clasă de risc seismic în anul 2011
RS3,NO,44.437284,26.087669,Strada GRIGORE COBĂLCESCU,5,S+P+2E+Ma,Sector 1,București,1934,,400,400,1994,Ion ANTONESCU,
U1,NO,44.439063,26.082695,Strada GRIGORE COBĂLCESCU,51,S+P+2E+Ma,Sector 1,București,1930,4,828,828,1993,Ion LUNGU,
